ER60001;ER60002;ER60017;ER60018;ER60019;ER60020;ER60025;ER62366;ER62449;ER62484;ER62486;ER62488;ER62491;ER62499;ER62502;ER62505;ER63482;ER63565;ER63600;ER63602;ER63604;ER63607;ER63615;ER63618;ER63621;ER64674;ER64676;ER64730;ER64813;ER64815;ER64869;ER65019;ER65067;ER65216;ER65244;ER66001;ER66002;ER66017;ER66018;ER66019;ER66020;ER66025;ER68420;ER68512;ER68549;ER68551;ER68553;ER68556;ER68564;ER68567;ER68570;ER69547;ER69639;ER69676;ER69678;ER69680;ER69683;ER69691;ER69694;ER69697;ER70747;ER70749;ER70803;ER70885;ER70887;ER70941;ER71111;ER71159;ER71293;ER71321;ER72001;ER72002;ER72017;ER72018;ER72019;ER72020;ER72025;ER74428;ER74520;ER74557;ER74559;ER74561;ER74564;ER74572;ER74575;ER74578;ER75555;ER75647;ER75684;ER75686;ER75688;ER75691;ER75699;ER75702;ER75705;ER76755;ER76757;ER76815;ER76900;ER76902;ER76960;ER77133;ER77181;ER77315;ER77343;Blanks
1;8474;57;2;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;2;5620;59;2;0;0;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;1;4574;61;2;0;0;2;4;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0
1;1428;41;2;0;0;1;3;240;3;3;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;2;6510;43;2;0;0;3;4;30;0;7;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;1000;0;1;6314;45;2;0;0;2;3;7;7;7;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0;0;0
1;4738;39;1;0;0;3;2;0;4;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;30;0;32000;0;2;9172;42;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;25;0;54000;0;1;7898;43;1;0;0;2;2;0;0;6;0;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;30;0;10000;0;0
1;3252;33;1;30;2;2;1;0;0;7;3;15;0;0;0;1;0;7;7;0;0;0;0;0;0;9;0;0;3;0;55;40;52633;26000;2;4293;35;1;32;2;1;1;0;3;7;0;20;0;0;0;3;0;2;7;0;20;0;0;0;0;9;0;0;3;0;50;40;50000;28000;1;4681;37;1;34;2;2;2;0;3;7;0;20;0;0;0;3;0;2;2;0;10;0;0;0;0;9;1;0;3;1;40;40;35000;35000;0
1;1616;52;1;50;2;2;3;0;2;7;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;1;8;0;9;8;40;0;32928;0;2;8276;55;1;52;2;1;3;0;3;3;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;1;8;0;9;8;40;0;32000;0;1;9326;57;1;54;2;1;2;0;2;7;0;0;0;0;0;4;0;0;1;0;10;0;0;0;0;1;15;0;9;15;40;0;43000;0;0
1;8520;48;1;43;2;2;5;11;0;0;0;30;0;0;0;2;0;0;0;0;20;0;0;0;0;3;1;0;9;8;40;29;3500;11000;2;3859;50;1;44;2;1;4;6;0;0;0;20;0;0;0;3;0;0;0;0;20;0;0;0;0;3;1;0;9;8;0;40;0;18720;1;5234;52;1;46;2;2;1;7;7;7;0;10;0;0;0;4;0;7;7;0;8;0;0;0;0;3;6;0;9;6;0;40;0;15000;0
1;7098;20;1;0;0;3;3;0;2;4;2;7;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;5500;0;2;4162;22;1;18;2;3;3;0;2;2;1;10;5;0;0;3;0;3;5;2;0;0;0;0;0;3;0;0;9;8;50;0;9000;0;1;6282;24;1;20;2;3;3;0;40;8;0;5;20;0;0;3;0;8;5;0;0;3;0;0;0;3;1;0;9;6;40;0;15000;0;0
1;587;59;1;49;2;2;2;0;0;3;0;30;1;0;0;4;0;2;2;0;0;0;0;0;0;3;8;0;9;8;60;0;32500;0;2;3894;61;1;51;2;2;2;0;2;2;0;0;0;0;0;4;3;2;7;0;0;0;0;0;0;3;8;0;9;8;50;0;38000;0;1;5026;63;1;53;2;1;1;0;1;1;0;0;0;0;0;5;30;0;2;0;0;0;0;0;0;3;6;0;9;6;64;0;42900;0;0
1;2571;37;1;30;2;3;3;0;4;4;2;0;1;0;0;3;0;2;4;2;0;2;0;0;0;3;8;0;9;8;52;40;50000;30000;2;4308;39;1;32;2;1;3;0;3;3;3;0;1;0;0;2;0;2;2;0;5;1;0;0;0;3;8;0;9;8;50;35;65242;29000;1;9491;42;1;35;2;2;2;0;7;7;7;0;2;0;0;2;0;2;3;1;0;2;0;0;0;3;15;0;9;15;50;35;50000;30000;0
1;3220;60;1;59;2;1;2;0;30;60;0;0;2;0;0;2;0;5;5;0;0;2;0;0;0;3;8;0;3;8;60;15;220000;15000;2;4043;62;1;61;2;1;1;0;4;6;2;0;2;0;0;1;0;2;2;0;0;2;0;0;0;3;8;0;3;8;65;20;220000;30000;1;6444;64;1;63;2;1;2;0;3;3;2;0;2;0;0;1;0;3;3;0;0;3;0;0;0;3;9;0;3;9;75;20;200000;35000;0
1;7525;34;1;32;2;1;1;0;3;7;3;0;1;0;0;1;0;0;4;0;0;0;0;0;0;3;1;0;3;8;60;20;115000;14000;2;7810;36;1;34;2;2;2;0;5;5;4;0;1;0;0;1;0;5;1;0;0;1;0;0;0;3;1;0;3;8;60;25;115000;30000;1;8441;38;1;36;2;2;2;0;7;4;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;3;4;0;3;4;45;25;77000;30000;0
1;2679;30;1;0;0;2;2;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;60;0;110000;0;2;5702;33;1;0;0;1;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;40;0;115000;0;1;5801;34;1;30;2;2;1;0;2;2;0;0;4;0;0;2;0;0;5;0;0;1;0;0;0;3;14;0;3;14;40;50;145000;40000;0
1;3130;70;1;66;2;3;4;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;8;0;3;0;20;52;15000;17000;2;4056;72;1;68;2;3;5;3;0;2;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;8;0;3;0;25;32;13500;16800;1;4882;74;1;70;2;3;4;5;0;7;0;0;0;0;0;4;13;0;3;0;0;0;0;0;0;3;10;0;3;10;25;32;0;0;0
1;48;60;1;0;0;3;5;0;0;7;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;2;3802;62;1;0;0;3;5;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0;0;0;1;4054;64;1;0;0;3;5;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0
1;2000;59;2;0;0;2;2;0;998;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;40;0;30000;0;2;4360;61;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;1;4037;63;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0
1;3442;40;2;0;0;3;3;0;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;40;0;15000;0;2;4984;42;2;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;40;0;40000;0;1;4127;44;2;0;0;1;3;0;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;65;0;25000;0;0
1;4593;38;1;36;2;1;3;0;7;7;2;10;0;0;0;3;0;2;3;0;10;0;0;0;0;7;0;0;9;0;45;0;30182;0;2;4348;40;1;38;2;3;5;0;0;0;0;20;0;0;0;5;4;0;2;0;10;0;0;0;0;7;0;0;9;0;40;0;0;0;1;3985;42;1;40;2;3;4;0;0;0;7;10;0;0;0;4;0;0;5;0;10;0;0;0;0;7;15;0;9;15;0;0;0;0;0
1;3959;34;2;0;0;1;2;0;7;14;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;2;5898;36;2;0;0;1;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;30;0;5000;0;1;4093;38;2;0;0;1;2;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;40;0;7500;0;0
1;7746;32;1;26;2;1;4;0;1;1;0;30;4;0;0;4;0;1;1;0;20;0;0;0;0;9;0;0;9;8;30;33;14000;12000;2;5735;33;1;28;2;3;4;0;7;7;0;20;0;0;0;3;0;7;7;0;20;0;0;0;0;9;0;0;9;8;40;40;10000;10000;1;4045;35;1;30;2;2;4;0;20;6;0;30;0;0;0;3;0;20;10;0;20;0;0;0;0;9;1;0;9;1;40;0;30000;0;0
1;5421;27;1;0;0;4;3;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;40;0;7950;0;2;5069;29;1;0;0;0;3;0;1;7;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;56;0;13092;0;1;4355;31;1;0;0;3;3;0;0;1;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;58;0;45000;0;0
1;6262;23;1;24;2;2;3;3;4;7;3;0;4;0;0;3;0;4;4;0;12;0;0;0;0;9;0;0;3;0;35;28;21000;10500;2;4139;25;1;25;2;1;2;0;4;1;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;9;0;0;3;0;45;20;62000;18000;1;4308;28;1;28;2;2;2;0;7;7;0;0;4;0;0;1;0;7;7;0;0;0;0;0;0;9;1;0;3;1;60;0;90000;12000;0
1;8170;24;1;22;2;2;4;0;2;5;0;20;3;0;0;3;3;2;2;0;10;3;0;0;0;3;8;0;3;1;27;38;20000;23000;2;9038;26;1;24;2;3;4;0;2;4;0;10;0;0;0;4;0;5;3;0;5;0;0;0;0;3;8;0;3;1;40;22;30000;20000;1;3992;27;1;25;2;3;4;0;2;15;0;10;0;0;0;4;0;1;7;0;10;0;0;0;0;3;14;0;3;14;55;30;28000;8000;0
1;5709;22;1;0;0;3;4;0;7;7;7;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;99;0;0;150;0;2;4261;24;1;0;0;3;2;0;2;4;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;99;20;0;3600;0;1;4048;26;1;0;0;2;5;0;7;7;7;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;15;0;0;0;0;0
1;6213;45;1;41;2;1;3;0;3;1;1;3;0;0;0;3;0;28;14;7;0;0;0;0;0;9;8;0;9;8;56;999;13000;10400;2;4769;47;1;43;2;3;3;0;0;10;999;20;0;0;0;3;0;0;999;999;0;0;0;0;0;9;8;0;9;8;27;0;17000;0;1;4044;49;1;45;2;3;4;0;0;1;0;40;2;0;0;3;0;7;0;1;0;0;0;0;0;9;6;0;9;6;48;0;7200;0;0
1;3786;26;1;25;2;1;2;0;7;0;7;0;1;0;0;2;0;0;0;7;20;0;0;0;0;9;8;0;9;0;80;0;170000;0;2;4690;28;1;27;2;1;2;0;60;60;0;0;1;0;0;3;0;0;0;0;20;0;0;0;0;9;8;0;9;0;80;0;370000;0;1;3893;30;1;29;2;2;1;0;5;7;0;0;0;0;0;2;0;0;4;0;20;0;0;0;0;9;1;0;9;1;70;0;150000;0;0
1;1156;53;1;43;2;1;4;0;0;0;0;0;0;0;0;4;0;998;0;0;0;0;0;0;0;9;8;0;9;99;0;0;0;0;2;4596;55;1;45;2;3;4;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;9;8;0;9;99;0;0;0;0;1;4092;58;1;47;2;5;5;0;0;0;0;0;0;0;0;5;7;1;1;0;0;0;0;0;0;9;20;0;9;99;0;0;0;0;0
1;7575;22;1;21;2;3;4;0;0;1;0;10;1;0;0;4;2;1;1;0;5;0;0;0;0;3;0;0;3;0;40;40;45000;6000;2;5879;24;1;23;2;4;3;3;2;10;3;0;7;0;0;2;0;3;5;0;0;2;0;0;0;3;0;0;3;0;40;0;47600;0;1;4016;26;1;25;2;2;3;3;0;4;0;8;0;0;0;2;0;0;0;0;13;0;0;0;0;3;15;0;3;1;40;0;41600;0;0
1;6743;23;1;19;2;3;1;0;2;2;2;7;2;0;0;1;0;2;2;1;0;0;0;0;0;9;0;0;9;0;20;25;68125;23125;2;5233;24;1;21;2;1;2;0;3;3;0;10;5;0;0;1;0;3;2;0;0;4;0;0;0;9;0;0;9;0;40;0;29000;2000;1;4131;26;1;23;2;2;4;0;3;1;1;0;0;0;0;4;0;1;2;2;0;0;0;0;0;9;1;0;9;4;80;30;60000;23000;0
1;698;71;2;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;2;0;3600;0;2;1119;73;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;1;2935;75;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0
1;6871;51;2;0;0;2;2;0;0;3;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;32;0;25000;0;2;1458;53;2;0;0;1;2;0;0;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;40;0;17000;0;1;3135;55;2;0;0;1;3;0;2;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;30;0;30000;0;0
1;1443;49;1;0;0;3;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;30;0;4200;0;2;1478;51;1;0;0;3;4;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;35;0;16700;0;1;2994;53;1;0;0;3;5;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;40;0;2200;0;0
1;227;68;1;53;2;2;4;33;3;0;0;0;0;0;0;4;12;0;3;0;5;0;0;0;0;3;8;0;2;8;0;0;0;0;2;1151;70;1;55;2;3;4;8;0;2;0;0;0;0;0;3;5;2;6;0;10;0;0;0;0;3;8;0;2;8;0;0;0;0;1;3145;72;1;57;2;3;4;14;0;0;0;0;0;0;0;3;0;2;2;0;5;0;0;0;0;3;6;0;2;6;0;0;0;0;0
1;5006;48;1;44;2;3;2;0;1;3;2;0;2;0;0;3;0;2;1;0;0;1;0;0;0;3;8;0;3;8;48;40;44050;120000;2;1510;50;1;46;2;2;2;0;3;2;1;0;2;0;0;3;0;0;1;0;0;0;0;0;0;3;8;0;3;8;50;40;47000;130000;1;2922;52;1;48;2;3;2;0;3;1;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;3;6;0;3;6;52;36;49200;128000;0
1;187;62;1;0;0;2;3;0;1;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;45;0;15843;0;2;503;64;1;0;0;2;3;0;1;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;649;66;1;0;0;2;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0
1;2072;64;2;0;0;2;5;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;99;0;0;0;0;2;3820;66;2;0;0;3;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;99;0;0;8000;0;1;1903;68;2;0;0;2;3;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;0;0;0;0;0
1;276;66;1;63;2;2;3;0;0;2;0;0;2;0;0;3;0;2;2;0;0;1;0;0;0;3;1;0;3;8;0;0;0;0;2;3838;68;1;65;2;2;3;0;0;7;0;0;2;0;0;3;0;0;7;0;0;2;0;0;0;3;1;0;3;8;0;0;0;0;1;1634;70;1;67;2;2;3;0;0;2;0;0;2;0;0;3;0;0;2;0;0;2;0;0;0;3;1;0;3;1;0;0;0;0;0
1;3257;51;1;48;2;2;3;0;3;35;0;12;0;0;0;5;0;0;48;0;4;0;0;0;0;5;0;0;5;0;0;40;0;0;2;1223;53;1;50;2;2;4;0;0;15;0;12;0;0;0;4;0;1;3;0;20;0;0;0;0;5;0;0;5;0;0;0;0;0;1;1536;55;1;52;2;2;3;0;1;7;0;12;0;0;0;4;3;0;14;0;2;0;0;0;0;5;1;0;5;1;0;0;0;0;0
1;4735;29;1;30;2;2;2;0;7;7;0;5;0;0;0;2;0;2;7;0;0;0;0;0;0;3;8;0;3;0;40;0;60000;0;2;2521;32;1;32;2;2;3;0;35;100;0;10;0;0;0;3;0;25;75;7;0;1;0;0;0;3;8;0;3;0;45;0;54000;0;1;2738;34;1;34;2;2;2;0;10;8;0;10;0;0;0;2;0;5;10;0;0;1;0;0;0;3;14;0;3;99;45;0;58000;0;0
1;2839;53;1;58;2;1;1;0;3;5;1;0;2;0;0;1;0;1;4;0;0;2;0;0;0;9;99;0;3;99;50;30;70000;28000;2;1371;55;1;60;2;1;1;0;3;5;2;0;2;0;0;1;0;2;4;0;0;1;0;0;0;9;99;0;3;99;50;40;73000;400;1;1611;57;1;62;2;1;1;0;10;20;3;0;2;0;0;1;0;5;5;4;0;1;0;0;0;9;1;0;3;1;40;2;0;12800;0
1;237;77;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;2;6042;79;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;1;8951;81;2;0;0;1;2;0;998;0;998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0;0;0;0;0
1;4663;52;1;52;2;2;2;0;2;5;0;0;0;0;0;3;4;2;5;0;0;0;0;0;0;3;8;0;3;8;12;0;6000;0;2;5223;54;1;54;2;3;1;0;12;15;4;12;0;0;0;3;3;5;15;3;8;0;0;0;0;3;8;0;3;8;10;0;18000;9000;1;8879;56;1;56;2;2;3;4;0;0;0;14;0;0;0;2;0;0;3;0;10;0;0;0;0;3;15;0;3;15;5;0;3396;0;0
1;7093;41;1;35;2;1;3;1;0;2;0;0;0;0;0;3;1;0;3;7;0;0;0;0;0;3;8;0;3;8;60;0;20700;0;2;7548;43;1;37;2;1;2;0;1;5;0;0;0;0;0;3;0;3;10;5;0;0;0;0;0;3;8;0;3;8;55;0;42000;0;1;8942;45;1;39;2;1;2;0;2;2;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;3;11;0;3;11;60;0;30000;0;0
1;8487;25;1;0;0;3;1;0;7;7;7;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;99;25;0;1850;0;2;6436;27;1;0;0;3;2;0;7;7;7;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;99;30;0;39000;0;1;8354;29;1;0;0;3;1;0;7;7;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;99;20;0;5000;0;0
1;3464;35;1;31;2;1;2;0;7;1;3;0;0;0;0;2;0;1;7;3;0;0;0;0;0;3;8;0;3;8;40;38;46000;23000;2;5969;37;1;33;2;3;3;0;5;10;2;0;0;0;0;2;0;2;5;2;0;0;0;0;0;3;8;0;3;8;40;40;36000;28000;1;4578;39;1;35;2;2;2;0;2;5;2;0;0;0;0;2;0;2;7;1;0;0;0;0;0;3;6;0;3;6;40;40;36000;33000;0
1;545;58;1;53;2;2;2;0;7;7;0;10;0;0;0;2;0;7;0;0;0;0;0;0;0;3;99;0;1;8;45;44;49500;45800;2;5520;60;1;55;2;1;2;0;7;7;0;5;0;0;0;1;0;7;7;0;0;0;0;0;0;3;99;0;1;8;36;45;45000;43000;1;5180;62;1;57;2;2;2;0;4;10;0;15;0;0;0;2;0;5;5;3;0;0;0;0;0;3;1;0;1;1;60;40;63000;37000;0
1;324;61;1;61;2;2;2;0;3;4;0;0;2;0;0;2;0;3;4;0;0;2;0;0;0;5;8;0;5;8;32;40;0;64500;2;3992;63;1;63;2;2;2;1;7;7;7;0;2;0;0;2;0;5;5;5;0;1;0;0;0;5;8;0;5;8;40;40;0;60000;1;5937;65;1;65;2;2;2;0;5;7;0;0;2;0;0;2;0;5;7;2;0;1;0;0;0;5;6;0;5;6;40;20;0;8000;0
1;1827;62;1;0;0;2;3;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;40;0;30000;0;2;4364;64;1;0;0;2;2;0;4;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;40;0;40000;0;1;5345;66;1;0;0;2;1;0;0;998;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;40;0;24369;0;0
1;30;67;1;0;0;5;2;0;0;3;3;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;2;3818;69;1;0;0;3;3;0;7;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;1;5638;72;1;0;0;3;3;0;7;7;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0
1;879;42;2;0;0;1;1;0;7;7;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;36;0;52000;0;2;4401;44;2;0;0;1;1;0;4;7;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;40;0;62000;0;1;4822;46;2;0;0;1;1;0;5;7;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;40;0;80000;0;0
1;1099;36;1;29;2;2;2;0;5;5;5;0;5;0;0;3;0;3;2;3;0;0;0;0;0;3;8;0;3;1;55;40;80000;43000;2;7631;38;1;31;2;2;2;0;7;7;7;0;2;0;0;2;0;5;5;5;0;2;0;0;0;3;8;0;3;1;60;40;100000;45000;1;6392;40;1;33;2;1;2;0;5;5;5;0;2;0;0;2;0;6;6;6;0;2;0;0;0;3;15;0;3;4;65;40;175000;42000;0
1;451;63;1;0;0;2;1;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;77;0;0;0;2;3774;65;1;0;0;4;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;60;0;0;0;1;5748;67;1;0;0;4;5;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13;60;0;0;0;0
1;669;57;2;0;0;1;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;40;0;20000;0;2;470;59;2;0;0;1;1;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;40;0;28000;0;1;4247;62;2;0;0;2;1;0;3;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;37;0;29000;0;0
1;3559;50;1;0;0;1;1;0;0;5;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;40;0;50000;0;2;868;52;1;0;0;2;1;0;5;5;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;40;0;82832;0;1;4039;54;1;0;0;2;1;0;0;4;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;15;55;0;56000;0;0
1;5337;50;2;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;40;0;51500;0;2;40;51;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;40;0;55000;0;1;3989;53;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;40;0;57000;0;0
1;1342;23;1;22;2;4;2;0;2;5;2;0;2;0;0;3;3;2;2;0;0;2;0;0;0;3;8;0;3;8;50;35;41300;18000;2;283;25;1;24;2;3;2;0;1;1;1;0;4;0;0;2;2;4;2;2;0;6;0;0;0;3;8;0;3;8;40;40;33000;19000;1;4137;27;1;26;2;3;2;0;2;1;2;0;4;0;0;2;0;1;1;1;0;2;0;0;0;3;6;0;3;1;60;40;58000;30000;0
1;481;64;2;0;0;3;2;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;45;0;82000;0;2;1963;67;2;0;0;3;3;0;3;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;65;0;70000;0;1;8235;69;2;0;0;3;2;0;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;35;0;16500;0;0
1;2836;44;1;34;2;2;2;0;1;7;0;18;1;0;0;3;0;4;7;0;0;1;0;0;0;9;99;0;5;0;0;40;0;72000;2;1100;46;1;36;2;2;2;0;2;7;0;0;1;0;0;2;0;5;7;0;0;1;0;0;0;9;99;0;5;0;0;40;900;77000;1;6758;48;1;38;2;2;3;0;12;1;0;0;1;0;0;3;0;4;5;0;0;1;0;0;0;9;14;0;5;2;0;40;0;98000;0
1;7211;68;1;68;2;2;4;0;1;2;0;20;0;0;0;2;0;7;7;0;0;0;0;0;0;5;8;0;5;8;0;38;0;0;2;3586;70;1;70;2;3;4;3;0;2;0;20;0;0;0;3;0;5;5;0;0;0;0;0;0;5;8;0;5;8;0;0;0;0;1;2517;72;1;72;2;2;4;3;0;1;0;20;0;0;0;3;0;6;7;1;0;0;0;0;0;5;13;0;5;13;0;0;0;0;0
1;1778;69;1;68;2;2;2;0;0;0;0;0;1;0;0;3;0;0;3;0;0;1;0;0;0;3;8;0;3;8;55;15;0;6000;2;1914;71;1;70;2;2;2;0;0;0;0;0;1;0;0;3;0;0;0;0;0;1;0;0;0;3;8;0;3;8;60;0;0;0;1;1123;73;1;72;2;2;3;0;0;3;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;3;6;0;3;6;4;0;5800;0;0
1;63;69;1;67;2;2;2;0;1;7;1;0;2;0;0;2;0;1;2;0;0;1;0;0;0;3;8;0;3;8;50;45;0;32184;2;2698;72;1;69;2;2;2;0;3;2;0;0;2;0;0;2;0;0;0;1;0;1;0;0;0;3;8;0;3;8;48;40;44688;30024;1;5097;73;1;71;2;2;2;0;1;2;0;0;1;0;0;2;0;6;1;0;0;1;0;0;0;3;6;0;3;6;50;40;45600;36800;0
1;95;47;2;0;0;2;2;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;40;0;19992;0;2;2741;49;2;0;0;2;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;40;0;0;0;1;4644;51;2;0;0;2;2;0;10;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13;30;0;0;0;0
